_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
4740,2.05,TTC Monthly Ridership,m,n,35620000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,4,NA,NA
4741,2.05,TTC Monthly Ridership,m,n,36377000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,5,NA,NA
4742,2.05,TTC Monthly Ridership,m,n,44292000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,6,NA,NA
4743,2.05,TTC Monthly Ridership,m,n,35386000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,7,NA,NA
4744,2.05,TTC Monthly Ridership,m,n,34056000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,8,NA,NA
4745,2.05,TTC Monthly Ridership,m,n,47842000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,9,NA,NA
4746,2.05,TTC Monthly Ridership,m,n,37945000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,10,NA,NA
4747,2.05,TTC Monthly Ridership,m,n,38732000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,11,NA,NA
4748,2.05,TTC Monthly Ridership,m,n,40464000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2009,12,NA,NA
4749,2.05,TTC Monthly Ridership,m,n,37403000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,1,36185000,NA
4750,2.05,TTC Monthly Ridership,m,n,36780000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,2,35952000,NA
4751,2.05,TTC Monthly Ridership,m,n,44902000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,3,43807000,NA
4752,2.05,TTC Monthly Ridership,m,n,36178000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,4,34806000,NA
4753,2.05,TTC Monthly Ridership,m,n,36823000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,5,35717000,NA
4754,2.05,TTC Monthly Ridership,m,n,44980000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,6,43490000,NA
4755,2.05,TTC Monthly Ridership,m,n,36427000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,7,34834000,NA
4756,2.05,TTC Monthly Ridership,m,n,34479000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,8,33438000,NA
4757,2.05,TTC Monthly Ridership,m,n,48479000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,9,47113000,NA
4758,2.05,TTC Monthly Ridership,m,n,38956000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,10,37368000,NA
4759,2.05,TTC Monthly Ridership,m,n,39174000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,11,38143000,NA
4760,2.05,TTC Monthly Ridership,m,n,42776000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2010,12,41247000,NA
4761,2.05,TTC Monthly Ridership,m,n,38249000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,1,38249000,NA
4762,2.05,TTC Monthly Ridership,m,n,38043000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,2,38921000,NA
4763,2.05,TTC Monthly Ridership,m,n,48174000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,3,47527000,NA
4764,2.05,TTC Monthly Ridership,m,n,37900000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,4,36419000,NA
4765,2.05,TTC Monthly Ridership,m,n,38786000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,5,37279000,NA
4766,2.05,TTC Monthly Ridership,m,n,48086000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,6,46073000,NA
4767,2.05,TTC Monthly Ridership,m,n,38128000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,7,36608000,NA
4768,2.05,TTC Monthly Ridership,m,n,35277000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,8,34596000,NA
4769,2.05,TTC Monthly Ridership,m,n,50446000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,9,48742000,NA
4770,2.05,TTC Monthly Ridership,m,n,40463000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,10,39256000,NA
4771,2.05,TTC Monthly Ridership,m,n,40661000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,11,39481000,NA
4772,2.05,TTC Monthly Ridership,m,n,46006000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2011,12,43849000,NA
4773,2.05,TTC Monthly Ridership,m,n,37936000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,1,37967000,NA
4774,2.05,TTC Monthly Ridership,m,n,39251000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,2,38119000,NA
4775,2.05,TTC Monthly Ridership,m,n,49555000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,3,47820000,NA
4776,2.05,TTC Monthly Ridership,m,n,38949000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,4,37929000,NA
4777,2.05,TTC Monthly Ridership,m,n,38951000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,5,38597000,NA
4778,2.05,TTC Monthly Ridership,m,n,50362000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,6,49126000,NA
4779,2.05,TTC Monthly Ridership,m,n,37384000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,7,36357000,NA
4780,2.05,TTC Monthly Ridership,m,n,36753000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,8,35664000,NA
4781,2.05,TTC Monthly Ridership,m,n,51614000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,9,50118000,NA
4782,2.05,TTC Monthly Ridership,m,n,41339000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,10,41191000,NA
4783,2.05,TTC Monthly Ridership,m,n,42202000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,11,41725000,NA
4784,2.05,TTC Monthly Ridership,m,n,49711000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2012,12,48187000,NA
4785,2.05,TTC Monthly Ridership,m,n,46045000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,1,47274000,NA
4786,2.05,TTC Monthly Ridership,m,n,40655000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,2,40428000,NA
4787,2.05,TTC Monthly Ridership,m,n,50204000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,3,49890000,NA
4788,2.05,TTC Monthly Ridership,m,n,40766000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,4,41245000,NA
4789,2.05,TTC Monthly Ridership,m,n,40114000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,5,40241000,NA
4790,2.05,TTC Monthly Ridership,m,n,50389000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,6,50391000,NA
4791,2.05,TTC Monthly Ridership,m,n,38989000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,7,39546000,NA
4792,2.05,TTC Monthly Ridership,m,n,38400000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,8,38443000,NA
4793,2.05,TTC Monthly Ridership,m,n,53046000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,9,53341000,NA
4794,2.05,TTC Monthly Ridership,m,n,42301000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,10,42291000,NA
4795,2.05,TTC Monthly Ridership,m,n,43328000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,11,43365000,NA
4796,2.05,TTC Monthly Ridership,m,n,40957000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2013,12,41545000,NA
4797,2.05,TTC Monthly Ridership,m,n,45612000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,1,47256000,NA
4798,2.05,TTC Monthly Ridership,m,n,41527000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,2,41234000,NA
4799,2.05,TTC Monthly Ridership,m,n,51320000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,3,52069000,NA
4800,2.05,TTC Monthly Ridership,m,n,40740000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,4,41450000,NA
4801,2.05,TTC Monthly Ridership,m,n,41040000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,5,41192000,NA
4802,2.05,TTC Monthly Ridership,m,n,50146000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,6,50678000,NA
4803,2.05,TTC Monthly Ridership,m,n,39939000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,7,40550000,NA
4804,2.05,TTC Monthly Ridership,m,n,38795000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,8,38826000,NA
4805,2.05,TTC Monthly Ridership,m,n,53197000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,9,53625000,NA
4806,2.05,TTC Monthly Ridership,m,n,43581000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,10,43580000,NA
4807,2.05,TTC Monthly Ridership,m,n,45322000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,11,44906000,NA
4808,2.05,TTC Monthly Ridership,m,n,43596000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2014,12,44634000,NA
4809,2.05,TTC Monthly Ridership,m,n,45027000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,1,46165000,NA
4810,2.05,TTC Monthly Ridership,m,n,41682000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,2,41535000,NA
4811,2.05,TTC Monthly Ridership,m,n,50982000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,3,51892000,NA
4812,2.05,TTC Monthly Ridership,m,n,42045000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,4,42706000,NA
4813,2.05,TTC Monthly Ridership,m,n,41505000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,5,41607000,NA
4814,2.05,TTC Monthly Ridership,m,n,49881000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,6,50992000,NA
4815,2.05,TTC Monthly Ridership,m,n,39247000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,7,40495000,NA
4816,2.05,TTC Monthly Ridership,m,n,38275000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,8,39114000,NA
4817,2.05,TTC Monthly Ridership,m,n,52277000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,9,53352000,NA
4818,2.05,TTC Monthly Ridership,m,n,42918000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,10,44166000,NA
4819,2.05,TTC Monthly Ridership,m,n,44175000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,11,45797000,NA
4820,2.05,TTC Monthly Ridership,m,n,45991000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2015,12,47179000,NA
4821,2.05,TTC Monthly Ridership,m,n,43490000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,1,44999000,NA
4822,2.05,TTC Monthly Ridership,m,n,40371000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,2,42898000,NA
4823,2.05,TTC Monthly Ridership,m,n,50867000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,3,52232000,NA
4824,2.05,TTC Monthly Ridership,m,n,42816000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,4,43718000,NA
4825,2.05,TTC Monthly Ridership,m,n,41308000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,5,42492000,NA
4826,2.05,TTC Monthly Ridership,m,n,51285000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,6,51135000,NA
4827,2.05,TTC Monthly Ridership,m,n,41274000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,7,41939000,NA
4828,2.05,TTC Monthly Ridership,m,n,37974000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,8,39215000,NA
4829,2.05,TTC Monthly Ridership,m,n,52481000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,9,53917000,NA
4830,2.05,TTC Monthly Ridership,m,n,43064000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,10,43936000,NA
4831,2.05,TTC Monthly Ridership,m,n,44112000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,11,45906000,NA
4832,2.05,TTC Monthly Ridership,m,n,49037000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2016,12,50613000,NA
4833,2.05,TTC Monthly Ridership,m,n,39606000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,1,40360000,NA
4834,2.05,TTC Monthly Ridership,m,n,40966000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,2,41955000,NA
4835,2.05,TTC Monthly Ridership,m,n,51768000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,3,53325000,NA
4836,2.05,TTC Monthly Ridership,m,n,41978000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,4,41820000,NA
4837,2.05,TTC Monthly Ridership,m,n,40598000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,5,41635000,NA
4838,2.05,TTC Monthly Ridership,m,n,52528000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,6,52920000,NA
4839,2.05,TTC Monthly Ridership,m,n,40182000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,7,40795000,NA
4840,2.05,TTC Monthly Ridership,m,n,38144000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,8,38795000,NA
4841,2.05,TTC Monthly Ridership,m,n,52473000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,9,53460000,NA
4842,2.05,TTC Monthly Ridership,m,n,42279000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,10,43790000,NA
4843,2.05,TTC Monthly Ridership,m,n,43080000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,11,44645000,NA
4844,2.05,TTC Monthly Ridership,m,n,49614000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2017,12,50300000,NA
4845,2.05,TTC Monthly Ridership,m,n,47565000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,1,49221000,NA
4846,2.05,TTC Monthly Ridership,m,n,41112000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,2,42077000,NA
4847,2.05,TTC Monthly Ridership,m,n,50732000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,3,51998000,NA
4848,2.05,TTC Monthly Ridership,m,n,41302000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,4,42969000,NA
4849,2.05,TTC Monthly Ridership,m,n,39941000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,5,41244000,NA
4850,2.05,TTC Monthly Ridership,m,n,50966000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,6,52473000,NA
4851,2.05,TTC Monthly Ridership,m,n,39054000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,7,40688000,NA
4852,2.05,TTC Monthly Ridership,m,n,37217000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,8,38733000,NA
4853,2.05,TTC Monthly Ridership,m,n,41986000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,9,43152000,NA
4854,2.05,TTC Monthly Ridership,m,n,40934000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,10,42542000,NA
4855,2.05,TTC Monthly Ridership,m,n,52207000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,11,54145000,NA
4856,2.05,TTC Monthly Ridership,m,n,38388000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2018,12,40158000,NA
4857,2.05,TTC Monthly Ridership,m,n,45792000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,1,46380000,NA
4858,2.05,TTC Monthly Ridership,m,n,39421000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,2,41505000,NA
4859,2.05,TTC Monthly Ridership,m,n,51989000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,3,52400000,NA
4860,2.05,TTC Monthly Ridership,m,n,39413000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,4,39911000,NA
4861,2.05,TTC Monthly Ridership,m,n,39989000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,5,40383000,NA
4862,2.05,TTC Monthly Ridership,m,n,51209000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,6,51346000,NA
4863,2.05,TTC Monthly Ridership,m,n,39758000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,7,39389000,NA
4864,2.05,TTC Monthly Ridership,m,n,38453000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,8,37928000,NA
4865,2.05,TTC Monthly Ridership,m,n,53236000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,9,52899000,NA
4866,2.05,TTC Monthly Ridership,m,n,41624000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,10,41588000,NA
4867,2.05,TTC Monthly Ridership,m,n,43707000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,11,42748000,NA
4868,2.05,TTC Monthly Ridership,m,n,40879000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2019,12,39823000,NA
4869,2.05,TTC Monthly Ridership,m,n,44678000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,1,44734000,NA
4870,2.05,TTC Monthly Ridership,m,n,40326000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,2,40331000,NA
4871,2.05,TTC Monthly Ridership,m,n,26783000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,3,52533000,NA
4872,2.05,TTC Monthly Ridership,m,n,5037000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,4,39610000,NA
4873,2.05,TTC Monthly Ridership,m,n,6529000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,5,40513000,NA
4874,2.05,TTC Monthly Ridership,m,n,11237000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,6,51249000,NA
4875,2.05,TTC Monthly Ridership,m,n,13122000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,7,40576000,NA
4876,2.05,TTC Monthly Ridership,m,n,14622000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,8,39054000,NA
4877,2.05,TTC Monthly Ridership,m,n,19661000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,9,53354000,NA
4878,2.05,TTC Monthly Ridership,m,n,14750000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,10,42218000,NA
4879,2.05,TTC Monthly Ridership,m,n,14584000,NA,0.01,NA,Up,Services,Source: Toronto Transit Commission (TTC).Please note that January and December figures may consist of data from an additional partial week.  , ,2020,11,44492000,NA
