_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
1273,1.03,Participation Rate (Toronto Residents) ,m,p,0.6464,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,3,NA,NA
1274,1.03,Participation Rate (Toronto Residents) ,m,p,0.6506,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,4,NA,NA
1275,1.03,Participation Rate (Toronto Residents) ,m,p,0.6535,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,5,NA,NA
1276,1.03,Participation Rate (Toronto Residents) ,m,p,0.6536,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,6,NA,NA
1277,1.03,Participation Rate (Toronto Residents) ,m,p,0.6523,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,7,NA,NA
1278,1.03,Participation Rate (Toronto Residents) ,m,p,0.6507,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,8,NA,NA
1279,1.03,Participation Rate (Toronto Residents) ,m,p,0.6483,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,9,NA,NA
1280,1.03,Participation Rate (Toronto Residents) ,m,p,0.649,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,10,NA,NA
1281,1.03,Participation Rate (Toronto Residents) ,m,p,0.6541,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,11,NA,NA
1282,1.03,Participation Rate (Toronto Residents) ,m,p,0.6578,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2017,12,NA,NA
1283,1.03,Participation Rate (Toronto Residents) ,m,p,0.6566,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,1,NA,NA
1284,1.03,Participation Rate (Toronto Residents) ,m,p,0.6516,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,2,NA,NA
1285,1.03,Participation Rate (Toronto Residents) ,m,p,0.6483,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,3,NA,NA
1286,1.03,Participation Rate (Toronto Residents) ,m,p,0.6476,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,4,NA,NA
1287,1.03,Participation Rate (Toronto Residents) ,m,p,0.6456,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,5,NA,NA
1288,1.03,Participation Rate (Toronto Residents) ,m,p,0.646,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,6,NA,NA
1289,1.03,Participation Rate (Toronto Residents) ,m,p,0.6473,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,7,NA,NA
1290,1.03,Participation Rate (Toronto Residents) ,m,p,0.6444,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,8,NA,NA
1291,1.03,Participation Rate (Toronto Residents) ,m,p,0.6365,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,9,NA,NA
1292,1.03,Participation Rate (Toronto Residents) ,m,p,0.6304,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,10,NA,NA
1293,1.03,Participation Rate (Toronto Residents) ,m,p,0.6283,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,11,NA,NA
1294,1.03,Participation Rate (Toronto Residents) ,m,p,0.6261,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2018,12,NA,NA
1295,1.03,Participation Rate (Toronto Residents) ,m,p,0.6208,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,1,NA,NA
1296,1.03,Participation Rate (Toronto Residents) ,m,p,0.6236,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,2,NA,NA
1297,1.03,Participation Rate (Toronto Residents) ,m,p,0.6325,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,3,NA,NA
1298,1.03,Participation Rate (Toronto Residents) ,m,p,0.6453,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,4,NA,NA
1299,1.03,Participation Rate (Toronto Residents) ,m,p,0.6523,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,5,NA,NA
1300,1.03,Participation Rate (Toronto Residents) ,m,p,0.6547,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,6,NA,NA
1301,1.03,Participation Rate (Toronto Residents) ,m,p,0.6565,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,7,NA,NA
1302,1.03,Participation Rate (Toronto Residents) ,m,p,0.6567,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,8,NA,NA
1303,1.03,Participation Rate (Toronto Residents) ,m,p,0.6566,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,9,NA,NA
1304,1.03,Participation Rate (Toronto Residents) ,m,p,0.6491,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,10,NA,NA
1305,1.03,Participation Rate (Toronto Residents) ,m,p,0.6444,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,11,NA,NA
1306,1.03,Participation Rate (Toronto Residents) ,m,p,0.6413,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2019,12,NA,NA
1307,1.03,Participation Rate (Toronto Residents) ,m,p,0.643,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,1,NA,NA
1308,1.03,Participation Rate (Toronto Residents) ,m,p,0.6432,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,2,NA,NA
1309,1.03,Participation Rate (Toronto Residents) ,m,p,0.6345,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,3,NA,NA
1310,1.03,Participation Rate (Toronto Residents) ,m,p,0.6175,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,4,NA,NA
1311,1.03,Participation Rate (Toronto Residents) ,m,p,0.6027,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,5,NA,NA
1312,1.03,Participation Rate (Toronto Residents) ,m,p,0.6089,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,6,NA,NA
1313,1.03,Participation Rate (Toronto Residents) ,m,p,0.6228,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,7,NA,NA
1314,1.03,Participation Rate (Toronto Residents) ,m,p,0.6389,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,8,NA,NA
1315,1.03,Participation Rate (Toronto Residents) ,m,p,0.6427,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,9,NA,NA
1316,1.03,Participation Rate (Toronto Residents) ,m,p,0.6509,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,10,NA,NA
1317,1.03,Participation Rate (Toronto Residents) ,m,p,0.6539,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,11,NA,NA
1318,1.03,Participation Rate (Toronto Residents) ,m,p,0.6561,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2020,12,NA,NA
1319,1.03,Participation Rate (Toronto Residents) ,m,p,0.653,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,1,NA,NA
1320,1.03,Participation Rate (Toronto Residents) ,m,p,0.6459,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,2,NA,NA
1321,1.03,Participation Rate (Toronto Residents) ,m,p,0.6377,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,3,NA,NA
1322,1.03,Participation Rate (Toronto Residents) ,m,p,0.636,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,4,NA,NA
1323,1.03,Participation Rate (Toronto Residents) ,m,p,0.6367,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,5,NA,NA
1324,1.03,Participation Rate (Toronto Residents) ,m,p,0.6418,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,6,NA,NA
1325,1.03,Participation Rate (Toronto Residents) ,m,p,0.6406,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,7,NA,NA
1326,1.03,Participation Rate (Toronto Residents) ,m,p,0.6478,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,8,NA,NA
1327,1.03,Participation Rate (Toronto Residents) ,m,p,0.6603,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,9,NA,NA
1328,1.03,Participation Rate (Toronto Residents) ,m,p,0.6625,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,10,NA,NA
1329,1.03,Participation Rate (Toronto Residents) ,m,p,0.6617,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,11,NA,NA
1330,1.03,Participation Rate (Toronto Residents) ,m,p,0.6622,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2021,12,NA,NA
1331,1.03,Participation Rate (Toronto Residents) ,m,p,0.6648,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,1,NA,NA
1332,1.03,Participation Rate (Toronto Residents) ,m,p,0.6607,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,2,NA,NA
1333,1.03,Participation Rate (Toronto Residents) ,m,p,0.6517,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,3,NA,NA
1334,1.03,Participation Rate (Toronto Residents) ,m,p,0.6549,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,4,NA,NA
1335,1.03,Participation Rate (Toronto Residents) ,m,p,0.663,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,5,NA,NA
1336,1.03,Participation Rate (Toronto Residents) ,m,p,0.674,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,6,NA,NA
1337,1.03,Participation Rate (Toronto Residents) ,m,p,0.6783,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,7,NA,NA
1338,1.03,Participation Rate (Toronto Residents) ,m,p,0.671,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,8,NA,NA
1339,1.03,Participation Rate (Toronto Residents) ,m,p,0.6642,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,9,NA,NA
1340,1.03,Participation Rate (Toronto Residents) ,m,p,0.6523,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,10,NA,NA
1341,1.03,Participation Rate (Toronto Residents) ,m,p,0.6437,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,11,NA,NA
1342,1.03,Participation Rate (Toronto Residents) ,m,p,0.6424,NA,NA,1,Up,Economy," Seasonally Adjusted 3-month moving average (Source: Statistics Canada, Labour Force Survey) ",,2022,12,NA,NA
1343,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,27260,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,1,NA,NA
1344,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,28040,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,2,NA,NA
1345,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,29150,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,3,NA,NA
1346,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,24910,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,4,NA,NA
1347,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22300,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,5,NA,NA
1348,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,21450,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,6,NA,NA
1349,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,26270,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,7,NA,NA
1350,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,27350,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,8,NA,NA
1351,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,19830,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,9,NA,NA
1352,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,19460,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,10,NA,NA
1353,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,19940,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,11,NA,NA
1354,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,21590,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2007,12,NA,NA
1355,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,26630,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,1,NA,NA
1356,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,27100,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,2,NA,NA
1357,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,28130,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,3,NA,NA
1358,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,25270,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,4,NA,NA
1359,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,23240,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,5,NA,NA
1360,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22540,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,6,NA,NA
1361,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,28390,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,7,NA,NA
1362,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,29870,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,8,NA,NA
1363,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22730,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,9,NA,NA
1364,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22690,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,10,NA,NA
1365,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,24210,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,11,NA,NA
1366,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,28490,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2008,12,NA,NA
1367,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,37810,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,1,NA,NA
1368,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,41420,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,2,NA,NA
1369,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,50860,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,3,NA,NA
1370,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,45110,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,4,NA,NA
1371,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,44450,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,5,NA,NA
1372,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,44180,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,6,NA,NA
1373,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,49530,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,7,NA,NA
1374,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,49990,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,8,NA,NA
1375,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,40660,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,9,NA,NA
1376,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,38580,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,10,NA,NA
1377,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,38590,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,11,NA,NA
1378,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,40150,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2009,12,NA,NA
1379,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,44840,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,1,NA,NA
1380,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,44730,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,2,NA,NA
1381,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,45380,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,3,NA,NA
1382,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,40570,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,4,NA,NA
1383,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,38140,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,5,NA,NA
1384,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,36710,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,6,NA,NA
1385,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,39290,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,7,NA,NA
1386,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,41110,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,8,NA,NA
1387,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,32150,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,9,NA,NA
1388,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,30940,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,10,NA,NA
1389,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,31080,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,11,NA,NA
1390,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,32560,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2010,12,NA,NA
1391,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,36870,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,1,NA,NA
1392,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,37170,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,2,NA,NA
1393,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,37540,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,3,NA,NA
1394,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,33080,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,4,NA,NA
1395,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,30380,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,5,NA,NA
1396,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,28470,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,6,NA,NA
1397,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,29450,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,7,NA,NA
1398,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,33830,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,8,NA,NA
1399,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,24390,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,9,NA,NA
1400,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,23180,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,10,NA,NA
1401,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,23380,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,11,NA,NA
1402,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,25170,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2011,12,NA,NA
1403,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,29960,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,1,NA,NA
1404,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,30680,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,2,NA,NA
1405,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,31970,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,3,NA,NA
1406,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,27030,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,4,NA,NA
1407,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,25550,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,5,NA,NA
1408,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,24670,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,6,NA,NA
1409,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,30360,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,7,NA,NA
1410,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,31380,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,8,NA,NA
1411,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22820,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,9,NA,NA
1412,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22250,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,10,NA,NA
1413,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,22790,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,11,NA,NA
1414,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,24510,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2012,12,NA,NA
1415,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,29600,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2013,1,NA,NA
1416,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,30170,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2013,2,NA,NA
1417,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,31280,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2013,3,NA,NA
1418,1.11,Number of Employment Insurance (E.I.) Beneficiaries ,m,n,27230,NA,NA,NA,Down,Economy,Regular benefits without declared earnings (Source: Statistics Canada),,2013,4,NA,NA
